slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online
pescados-albaladejo-san-pedro-del-pinatar,Pescados Albaladejo,San Pedro del Pinatar,Pescado y conservas,"pescado, salazones y productos del mar","Av. Dr. Artero Guirao, 240, 30740 San Pedro del Pinatar, Murcia","Pescados Albaladejo es un productor local de pescado y conservas en San Pedro del Pinatar, dentro de la Región de Murcia.",,,,https://www.pescadosalbaladejo.com/,,,https://www.google.com/maps/search/?api=1&query=Pescados%20Albaladejo%2C%20Av.%20Dr.%20Artero%20Guirao%2C%20240%2C%2030740%20San%20Pedro%20del%20Pinatar%2C%20Murcia&query_place_id=ChIJdQi9f0gOYw0RvqStsy_cOP0,37.8297464,-0.8003840,,parcial,no
el-ciruelo-alhama-de-murcia,El Ciruelo,Alhama de Murcia,Fruta,uva de mesa y fruta de hueso,"RM-2, Km. 2,5, 30840, Murcia","El Ciruelo es un productor local de fruta en Alhama de Murcia, dentro de la Región de Murcia.",,,,https://www.elciruelo.com/,,https://www.instagram.com/elciruelofruits/,https://www.google.com/maps/search/?api=1&query=El%20Ciruelo%20(Alhama%20de%20Murcia)%2C%20RM-2%2C%20Km.%202%2C5%2C%2030840%2C%20Murcia&query_place_id=ChIJXZvirSOaZA0RX3Bb-9CGGcg,37.8237234,-1.4030808,/productores/murcia/murcia/el-ciruelo-alhama-de-murcia.webp,parcial,no
frutas-esther-abaran,Frutas Esther,Abarán,Fruta,fruta de hueso y cítricos,"30550, Murcia","Frutas Esther es un productor local de fruta en Abarán, dentro de la Región de Murcia.",,,,https://www.frutasesther.es/,,https://www.instagram.com/frutasesther/,https://www.google.com/maps/search/?api=1&query=Frutas%20Esther%2C%2030550%2C%20Murcia%2C%20Espa%C3%B1a&query_place_id=ChIJ-WBQtWhuZA0R0t1RT9x2a1I,38.2051772,-1.3800072,,parcial,no
grupo-lucas-torre-pacheco,Grupo Lucas,Murcia,Fruta y verdura,hortalizas de la huerta murciana,"Carr. Santomera Alquerías, 80, El Raal, Murcia","Grupo Lucas es un productor local de huerta en Torre Pacheco, dentro de la Región de Murcia.",,,,https://grupolucas.com/,,,https://www.google.com/maps/search/?api=1&query=Grupo%20Lucas%2C%20Carr.%20Santomera%20Alquer%C3%ADas%2C%2080%2C%2030139%20El%20Raal%2C%20Murcia&query_place_id=ChIJycx-7cScYw0RZNz-pcMWICc,38.0266567,-1.0411830,/productores/murcia/murcia/grupo-lucas-torre-pacheco.webp,parcial,no
kernel-export-torre-pacheco,Kernel Export,Los Alcázares,Fruta y verdura,hortalizas y verduras,"Av. Trece de Octubre, km 2, Los Alcázares","Kernel Export es un productor local de huerta en Torre Pacheco, dentro de la Región de Murcia.",,,,https://www.kernelexport.es/,,https://www.instagram.com/kernelexport/,https://www.google.com/maps/search/?api=1&query=Kernel%20Export%2C%20S.L.%2C%20Av.%20Trece%20de%20Octubre%2C%20Km.2%2C%2030710%20Los%20Alc%C3%A1zares%2C%20Murcia&query_place_id=ChIJX5aoQ2wTYw0RQ033CIhcox4,37.7383375,-0.8819776,/productores/murcia/murcia/kernel-export-torre-pacheco.webp,parcial,no
campo-de-lorca-lorca,Campo de Lorca,Lorca,Fruta y verdura,"brócoli, coliflor y hortalizas","Cam. de los Liforos, 30815 Lorca, Murcia","Campo de Lorca es un productor local de huerta en Lorca, dentro de la Región de Murcia.",,,,https://www.campodelorca.com/,,https://www.instagram.com/somoscricket/,https://www.google.com/maps/search/?api=1&query=Campo%20de%20Lorca%20S.C.L.%2C%20Cam.%20de%20los%20Liforos%2C%2030815%20Lorca%2C%20Murcia&query_place_id=ChIJD4CKm_voZA0RYfrJ_GlbBf0,37.6796002,-1.6440163,/productores/murcia/murcia/campo-de-lorca-lorca.webp,parcial,no
soltir-torre-pacheco,Soltir,Torre Pacheco,Fruta y verdura,hortalizas y verduras,"RM-1, San Cayetano, Torre Pacheco","Soltir es un productor local de huerta en Torre Pacheco, dentro de la Región de Murcia.",,,,https://soltir.com/,,,https://www.google.com/maps/search/?api=1&query=Sol%20y%20tierra%2C%20RM-1%2C%2030592%20San%20Cayetano%2C%20Murcia&query_place_id=ChIJW4hHQFwNYw0RErwdEMRA1tY,37.8119721,-0.8894205,/productores/murcia/murcia/soltir-torre-pacheco.webp,parcial,no
frutas-torero-abaran,Frutas Torero,Abarán,Fruta,fruta de hueso y uva,"Av. de Abarán, 17, 30550 Abarán, Murcia","Frutas Torero es un productor local de fruta en Abarán, dentro de la Región de Murcia.",,,,https://frutastorero.com/,,https://www.instagram.com/frutas.torero/,https://www.google.com/maps/search/?api=1&query=Frutas%20Torero%2C%20Av.%20de%20Abar%C3%A1n%2C%2017%2C%2030550%20Abar%C3%A1n%2C%20Murcia&query_place_id=ChIJzxktlB1yZA0RVZdDjsELY1c,38.2087284,-1.3894525,/productores/murcia/murcia/frutas-torero-abaran.webp,parcial,no
perichan-mazarron,Perichán,Mazarrón,Fruta y verdura,tomate y hortalizas,"Camino Real, 1, 30876 Cañada de Gallego, Murcia","Perichán es un productor local de huerta en Mazarrón, dentro de la Región de Murcia.",,,,https://www.perichan.es/,,,https://www.google.com/maps/search/?api=1&query=Grupo%20Agr%C3%ADcola%20Perich%C3%A1n%2C%20Camino%20Real%2C%201%2C%2030876%20Ca%C3%B1ada%20de%20Gallego%2C%20Murcia&query_place_id=ChIJn7FoRqO8ZA0RLFBc3eztoYc,37.5640558,-1.3800555,,parcial,no
elpozo-alimentacion-alhama-de-murcia,ElPozo Alimentación,Alhama de Murcia,Charcutería,"embutidos, jamón y elaborados cárnicos","Avda. Antonio Fuertes, 1, Alhama de Murcia","ElPozo Alimentación es un productor local de carnes y embutidos en Alhama de Murcia, dentro de la Región de Murcia.",,,,https://www.elpozo.com/,,https://www.instagram.com/elpozoalimentacion/,https://www.google.com/maps/search/?api=1&query=elPozo%20Alimentaci%C3%B3n%20S.A.%2C%20Av.%20de%20Antonio%20Fuertes%2C%201%2C%2030840%20Alhama%20de%20Murcia%2C%20Murcia&query_place_id=ChIJKY4yEPCOZA0RDU7RgixfOWc,37.8593005,-1.4027046,/productores/murcia/murcia/elpozo-alimentacion-alhama-de-murcia.webp,parcial,no
embutidos-escamez-lorca,Embutidos Escámez,Bullas,Charcutería,embutidos tradicionales,"C. Pino de la Murta, 50, Bullas","Embutidos Escámez es un productor local de carnes y embutidos en Lorca, dentro de la Región de Murcia.",,,,https://embutidosescamez.com/,,https://www.instagram.com/embutidos_escamez/,https://www.google.com/maps/search/?api=1&query=Hermanos%20Esc%C3%A1mez%20S%C3%A1nchez%20S%20L%2C%20C.%20Pino%20de%20la%20Murta%2C%2050%2C%2030180%20Bullas%2C%20Murcia&query_place_id=ChIJzwet_fhZZA0Ro_pl7h2oo1Y,38.0440500,-1.6701500,/productores/murcia/murcia/embutidos-escamez-lorca.webp,parcial,sí
la-colegiala-murcia,La Colegiala,Murcia,Pan y pastelería,"panadería, pastelería y dulces murcianos","C. Merced, 8, 30002 Murcia","La Colegiala es un productor local de panadería y repostería en Murcia, dentro de la Región de Murcia.",,,,https://lacolegiala.com/,,https://www.instagram.com/panlacolegiala/,https://www.google.com/maps/search/?api=1&query=La%20Colegiala%2C%20C.%20Merced%2C%208%2C%2030002%20Murcia&query_place_id=ChIJRxT5kjmCYw0R7R8_Dt2eeNQ,37.9872684,-1.1279976,/productores/murcia/murcia/la-colegiala-murcia.webp,parcial,sí
confiteria-san-vicente-cartagena,Confitería San Vicente,Cartagena,Pan y pastelería,confitería y dulces tradicionales,"C/ San Vicente, 33, Cartagena","Confitería San Vicente es un productor local de panadería y repostería en Cartagena, dentro de la Región de Murcia.",,,,,,,https://www.google.com/maps/search/?api=1&query=San%20Vicente%2C%20C.%20San%20Vicente%2C%2033%2C%2030201%20Cartagena%2C%20Murcia&query_place_id=ChIJ23niNCZCYw0R8Z9MOZiR39U,37.6037463,-0.9845211,,parcial,no comprobado
confiteria-espinosa-caravaca-de-la-cruz,Confitería Espinosa,Murcia,Pan y pastelería,"yemas, alfajores y dulces tradicionales","C. Floridablanca, 3, Murcia","Confitería Espinosa es un productor local de panadería y repostería en Murcia, dentro de la Región de Murcia.",,,,https://espinosa.es/,,,https://www.google.com/maps/search/?api=1&query=Confiter%C3%ADa%20Espinosa%2C%20C.%20Floridablanca%2C%203%2C%20bajo%2C%2030002%20Murcia&query_place_id=ChIJz1Ba4wOCYw0RTU5FM_U_rHY,37.9786450,-1.1307780,/productores/murcia/murcia/confiteria-espinosa-caravaca-de-la-cruz.webp,parcial,no comprobado
andres-marmol-murcia,Andrés Mármol,Murcia,Pan y pastelería,panadería artesana y dulces,"Avda. Pintor Pedro Cano, 42, El Palmar, Murcia","Andrés Mármol es un productor local de panadería y repostería en Murcia, dentro de la Región de Murcia.",,,,https://andresmarmol.com/,,https://www.instagram.com/andresmarmol__/,https://www.google.com/maps/search/?api=1&query=Andr%C3%A9s%20M%C3%A1rmol%2C%20Av.%20Pintor%20Pedro%20Cano%2C%2042%2C%2030120%20El%20Palmar%2C%20Murcia&query_place_id=ChIJp-4YXd1_Yw0Rubq96JQUCwM,37.9379265,-1.1690964,/productores/murcia/murcia/andres-marmol-murcia.webp,parcial,sí
panaderia-jose-antonio-san-pedro-del-pinatar,Panadería José Antonio,San Pedro del Pinatar,Pan y pastelería,pan artesano y repostería,"C/ Antonio Tárraga, 44, San Pedro del Pinatar","Panadería José Antonio es un productor local de panadería y repostería en San Pedro del Pinatar, dentro de la Región de Murcia.",,,,,,,https://www.google.com/maps/search/?api=1&query=Panader%C3%ADa%20Jos%C3%A9%20Antonio%2C%20C.%20Antonio%20T%C3%A1rraga%2C%2044%2C%2030740%20San%20Pedro%20del%20Pinatar%2C%20Murcia&query_place_id=ChIJTXQAQtIPYw0RpguhItwuoRM,37.8154350,-0.7880730,,parcial,no comprobado
miel-api-rosa-murcia,Miel Api-Rosa,Murcia,Miel,miel natural de Alquerías,"C. Francisco José Vicente Ortega, 24, 30580 Alquerías, Murcia","Miel Api-Rosa es un productor local de miel en Murcia, dentro de la Región de Murcia.",,,,https://www.mielapi-rosa.com/,,,https://www.google.com/maps/search/?api=1&query=MIEL%20API-ROSA%20100%25%20ESPA%C3%91A%2C%20C.%20Francisco%20Jos%C3%A9%20Vicente%20Ortega%2C%2024%2C%2030580%20Alquer%C3%ADas%2C%20Murcia&query_place_id=ChIJf35o18edYw0R-nzyFCKURxk,38.0114858,-1.0319942,/productores/murcia/murcia/miel-api-rosa-murcia.webp,parcial,no
apicola-pinera-cieza,Apícola Piñera,Cieza,Miel,miel cruda y productos apícolas,"Polígono Industrial Ascoy, C. Banca Martínez Montiel, 8B, Cieza","Apícola Piñera es un productor local de miel en Cieza, dentro de la Región de Murcia.",,,,,,,https://www.google.com/maps/search/?api=1&query=Apicola%20pi%C3%B1era%2C%20Pol%C3%ADgono%20industrial%20Ascoy%2C%20C.%20Banca%20Mart%C3%ADnez%20Montiel%2C%208B%2C%2030530%20Cieza%2C%20Murcia&query_place_id=ChIJYbafYsdrZA0RAJNOgM9QacE,38.2701920,-1.4240436,,parcial,no comprobado
cafes-salzillo-murcia,Cafés Salzillo,Murcia,Café,café tostado en Murcia,"Calle Venezuela esquina, Polígono Industrial Oeste, C. Ecuador, Parcela 20/7, Alcantarilla","Cafés Salzillo es un productor local de café en Murcia, dentro de la Región de Murcia.",,,,http://www.cafes-salzillo.es/,,,https://www.google.com/maps/search/?api=1&query=Centro%20de%20Interpretaci%C3%B3n%20del%20Caf%C3%A9%20Salzillo%20tea%20and%20coffee%2C%20Calle%20Venezuela%20esquina%2C%20Pol%C3%ADgono%20Industrial%20Oeste%2C%20C.%20Ecuador%2C%20Parcela%2020%2F7%2C%2030820%20Alcantarilla%2C%20Murcia&query_place_id=ChIJgx0b3deBYw0R1pz4JFdHEJM,37.9543355,-1.2053672,/productores/murcia/murcia/cafes-salzillo-murcia.webp,parcial,sí
cafes-bernal-murcia,Cafés Bernal,Murcia,Café,café tostado local,"C. Bucarest, 33, 34, 30392 Cartagena, Murcia","Cafés Bernal es un productor local de café en Murcia, dentro de la Región de Murcia.",,,,https://www.cafesbernal.es/,,,https://www.google.com/maps/search/?api=1&query=CAFES%20BERNAL%20S.L.%2C%20C.%20Bucarest%2C%2033%2C%2034%2C%2030392%20Cartagena%2C%20Murcia&query_place_id=ChIJ-0WmF8RBYw0R9GO-ZyRGkUM,37.6211100,-0.9560900,,parcial,no
cafes-jayza-murcia,Cafés Jayza,Murcia,Café,café tostado local,"Avenida Francisco Salzillo, Parcela 27 - 4 B, Pol Ind Oeste, 30169 Murcia","Cafés Jayza es un productor local de café en Murcia, dentro de la Región de Murcia.",,,,https://www.cafesjayza.com/,,https://www.instagram.com/cafesjayza/,https://www.google.com/maps/search/?api=1&query=Caf%C3%A9s%20Jayza%2C%20Avenida%20Francisco%20Salzillo%2C%20Parcela%2027%20-%204%20B%2C%20Pol%20Ind%20Oeste%2C%2030169%20Murcia&query_place_id=ChIJjfyeQKB_Yw0RgBN4XTPwMVQ,37.9492064,-1.1872915,,parcial,sí
cremoso-postres-moratalla,Cremoso Postres,Moratalla,Helados y postres,"postres, tartas y dulces","Ctra. de Caravaca, 56, Moratalla","Cremoso Postres es un productor local de helados y postres en Moratalla, dentro de la Región de Murcia.",,,,https://cremosopostres.com/,,https://www.instagram.com/lacasadelpanettonemoratalla/,https://www.google.com/maps/search/?api=1&query=Cremoso%20-%20La%20Casa%20del%20Panettone%20-%2C%20Ctra.%20de%20Caravaca%2C%2056B%2C%2030440%20Moratalla%2C%20Murcia&query_place_id=ChIJg-jAQ8izZQ0RyE0buMrxRgs,38.1842705,-1.8908445,,parcial,no comprobado
la-zarcillera-lorca,La Zarcillera,Lorca,Lácteos y quesos,"El Hechizo, Zielo, quesos artesanos de cabra murciano-granadina","Ctra. de La Parroquia km 1, 30810 Zarcilla de Ramos, Lorca, Murcia","Quesería artesana de Lorca situada en Zarcilla de Ramos, elaboradora de quesos de cabra murciano-granadina con leche propia.",Consultar web o venta directa,+34629824065,info@lazarcillera.com,https://www.lazarcillera.com/,https://www.facebook.com/lazarcillera/,https://www.instagram.com/lazarcillera/,https://www.google.com/maps/search/?api=1&query=La%20Zarcillera%2C%20Ctra.%20de%20La%20Parroquia%20km%201%2C%20Zarcilla%20de%20Ramos%2C%20Lorca%2C%20Murcia,37.8440413,-1.8758201,/productores/murcia/murcia/la-zarcillera-lorca.webp,parcial,no comprobado
queserias-villavieja-s-l-calasparra,"Queserías Villavieja, S.L.",Calasparra,Lácteos y quesos,QUESO DE MURCIA CURADO D.O.P. MIN. 4 MESES,"Calasparra, Murcia, España",Productor lácteo de Calasparra incluido en el directorio World Cheese Awards con productos como QUESO DE MURCIA CURADO D.O.P. MIN. 4 MESES.,Consultar fuente,,,https://gff.co.uk/directory/producer/?id=60461,,,https://www.google.com/maps/search/?api=1&query=Queser%C3%ADas%20Villavieja%2C%20S.L.%2C%20Calasparra%2C%20Murcia%2C%20Espa%C3%B1a,,,,parcial,no comprobado
sabores-de-tallante-cartagena,Sabores de Tallante,Cartagena,Lácteos y quesos,"queso de cabra, queso Abuelo Pepe, yogur caprino","Poblado de Tallante, 20, 30398 Tallante, Cartagena, Murcia",Quesería artesanal con ganadería caprina propia de cabra murciano-granadina que elabora quesos y productos lácteos naturales.,,+34619300722,ventas@saboresdetallante.com,http://www.saboresdetallante.es,,https://www.instagram.com/saboresdetallante/,https://www.google.com/maps/search/?api=1&query=Sabores+de+Tallante+Cartagena,37.6458168,-1.1571024,,verificado,no
queseria-la-granja-del-fraile-aguilas,Quesería La Granja del Fraile,Águilas,Lácteos y quesos,"queso de cabra fresco, quesos curados, yogures artesanales","Calle Murcia, 31, 30880 Águilas, Murcia",Quesería artesanal familiar en Águilas dedicada a la elaboración tradicional de quesos frescos y curados de cabra.,,+34615919878,lagranjadelfraile@hotmail.com,https://lagranjadelfraile.sumupstore.com/,,,https://www.google.com/maps/search/?api=1&query=Queseria+La+Granja+del+Fraile+Aguilas,37.4156029,-1.5746719,,verificado,sí
coagacart-scl-torre-pacheco,Coagacart S.C.L.,Torre Pacheco,Lácteos y quesos,"queso de cabra curado, quesos de cabra La Yerbera","Calle Ruiseñor, 2, 30594 Pozo Estrecho, Murcia",Cooperativa agroganadera del Campo de Cartagena que elabora artesanalmente quesos de cabra de raza murciano-granadina bajo la marca La Yerbera.,,+34968166236,info@coagacart.com,http://www.coagacart.com,,https://www.instagram.com/quesolayerbera/,https://www.google.com/maps/search/?api=1&query=Coagacart+S.C.L.+Torre+Pacheco,37.7110000,-0.9930000,,verificado,sí
bodegas-del-rosario-bullas,Bodegas del Rosario,Bullas,Bodega,"vinos Las Reñas, vinos DOP Bullas","Avenida de la Libertad, s/n, 30180 Bullas, Murcia","Bodega cooperativa fundada en 1950 en Bullas, referente en la elaboración de vinos de uva Monastrell bajo la DOP Bullas.",,+34968652075,info@bodegasdelrosario.es,https://www.bodegasdelrosario.es,,,https://www.google.com/maps/search/?api=1&query=Bodegas+del+Rosario+Bullas,38.0528250,-1.6616590,/productores/murcia/murcia/bodegas-del-rosario-bullas.webp,verificado,sí
bodega-carrascalejo-bullas,Bodega Carrascalejo,Bullas,Bodega,"vinos Carrascalejo, vinos tintos y rosados","Finca Carrascalejo, s/n, 30180 Bullas, Murcia","Histórica bodega familiar fundada en 1850 en Bullas, elaboradores de vinos tintos y rosados a partir de viñedos propios.",,+34968652003,carrascalejo@carrascalejo.com,http://www.carrascalejo.com,,,https://www.google.com/maps/search/?api=1&query=Bodega+Carrascalejo+Bullas,38.0629720,-1.7076000,/productores/murcia/murcia/bodega-carrascalejo-bullas.webp,verificado,sí
bodegas-carreno-cehegin,Bodegas Carreño,Cehegín,Bodega,"vinos Begastri, vino Viña Azeniche, Marmallejo Selección","Calle Doctor Ginés de Paco y de Gea, 22, 30430 Cehegín, Murcia","Bodega familiar fundada en 1930 en el centro histórico de Cehegín, dedicada a la elaboración artesana de vinos bajo la DOP Bullas.",,+34968740004,info@bodegascarreno.com,https://www.bodegascarreno.com,,,https://www.google.com/maps/search/?api=1&query=Bodegas+Carreno+Cehegin,38.0960000,-1.7830000,/productores/murcia/murcia/bodegas-carreno-cehegin.webp,verificado,sí
la-del-terreno-bullas,La del Terreno,Bullas,Bodega,"vino La Cañada del Jinete, vinos de Monastrell","Paraje La Cañada del Jinete, Valle del Aceniche, 30180 Bullas, Murcia","Bodega modular de mínima intervención liderada por la enóloga Julia Casado en el Valle del Aceniche, elaboradora de vinos naturales de Monastrell.",,,ladelterreno@vinosdelsursalvaje.com,https://juliacasadovinos.com,https://www.facebook.com/ladelterreno/,https://www.instagram.com/ladelterreno/,https://www.google.com/maps/search/?api=1&query=La+del+Terreno+Bullas,37.9810000,-1.7150000,/productores/murcia/murcia/la-del-terreno-bullas.webp,verificado,sí
bodegas-alceno-jumilla,Bodegas Alceño,Jumilla,Bodega,"vinos Alceño, vinos de Monastrell","Calle del Duque, 34, 30520 Jumilla, Murcia","Fundada en 1870, es la bodega comercial más antigua en activo de Jumilla, célebre por sus vinos de Monastrell de alta expresión.",,+34968780142,info@alceno.com,https://alceno.com,https://www.facebook.com/bodegasalceno,https://www.instagram.com/bodegasalceno/,https://www.google.com/maps/search/?api=1&query=Bodegas+Alceno+Jumilla,38.4754000,-1.3256000,/productores/murcia/murcia/bodegas-alceno-jumilla.webp,verificado,sí
bodegas-bleda-jumilla,Bodegas Bleda,Jumilla,Bodega,"vinos Pino Doncel, vinos Castillo de Jumilla, vinos Divus","Ctra. Jumilla - Ontur, km 2, 30520 Jumilla, Murcia","Fundada en 1915 en Jumilla, es una bodega histórica de carácter familiar que elabora vinos ecológicos de Monastrell de gran renombre.",,+34968780012,vinos@bodegasbleda.com,https://www.bodegasbleda.com,,,https://www.google.com/maps/search/?api=1&query=Bodegas+Bleda+Jumilla,38.4971978,-1.3583134,,verificado,sí
ego-bodegas-jumilla,Ego Bodegas,Jumilla,Bodega,"vinos Goru, vino Fuerza, vino Infinito","Paraje Hoya de Torres, s/n, 30520 Jumilla, Murcia","Bodega moderna y dinámica en Jumilla, conocida por sus vinos expresivos de Monastrell como la gama Goru y su diseño innovador.",,+34868680939,info@egobodegas.com,http://www.egobodegas.com,https://www.facebook.com/EgoBodegas,https://www.instagram.com/egobodegas_wines/,https://www.google.com/maps/search/?api=1&query=Ego+Bodegas+Jumilla,38.5803700,-1.2664100,,verificado,sí
bodega-sierra-norte-jumilla,Bodega Sierra Norte,Jumilla,Bodega,"vinos Equilibrio, vinos Pasión de Monastrell","Paraje La Raja, s/n, 30520 Jumilla, Murcia","Bodega de origen valenciano con finca y bodega de elaboración ecológica en el Paraje La Raja de Jumilla, elaborando vinos de Monastrell con certificación vegana.",,+34962323099,info@bodegasierranorte.com,https://www.bodegasierranorte.com,https://www.facebook.com/bodegasierranorte,https://www.instagram.com/bodegasierranorte,https://www.google.com/maps/search/?api=1&query=Bodega+Sierra+Norte+Jumilla,38.3700100,-1.1382700,,verificado,sí
bodegas-evine,Bodegas Evine,Yecla,Bodega,"vinos ecológicos, vino Monastrell, vino tinto Evine, vino blanco Evine","Camino de Sax, Km 7, 30510 Yecla, Murcia","Bodega familiar dedicada a la elaboración de vinos ecológicos de calidad bajo la D.O. Yecla, destacando su producción de Monastrell.",,+34639209556,info@bodegasevine.es,https://www.bodegasevine.es,https://www.facebook.com/bodegasevine,https://www.instagram.com/bodegasevine,https://www.google.com/maps/search/?api=1&query=Bodegas+Evine+Yecla,38.58725,-1.03415,/productores/murcia/murcia/bodegas-evine.webp,verificado,no
bodegas-olivares,Bodegas Olivares,Jumilla,Bodega,"Altos de la Hoya, Dulce Monastrell, Vinos de Jumilla Monastrell, Valor de Olivares","Vereda Real, s/n, 30520 Jumilla, Murcia",Bodega histórica de Jumilla especializada en la elaboración de vinos artesanos a partir de viñedos viejos de Monastrell sin injertar.,,+34968780180,correo@bodegasolivares.com,https://bodegasolivares.com,https://www.facebook.com/bodegasolivares,https://www.instagram.com/bodegasolivares,https://www.google.com/maps/search/?api=1&query=Bodegas+Olivares+Jumilla,38.481696,-1.313769,/productores/murcia/murcia/bodegas-olivares.webp,verificado,sí
catedra-beer,Cátedra Beer,Fuente Álamo de Murcia,Cerveza artesana,"cerveza Kölsch, cerveza artesana, cerveza con algarroba","Parque Tecnológico de Fuente Álamo, 30320 Fuente Álamo de Murcia, Murcia",Cervecera artesana innovadora y sostenible galardonada por sus cervezas de estilo Kölsch y por sus procesos ecológicos.,,+34622365222,info@catedrabeer.com,https://catedrabeer.com,,,https://www.google.com/maps/search/?api=1&query=Catedra+Beer+Fuente+Alamo+de+Murcia,37.72341,-1.09473,,verificado,sí
canana-la-brewpub,Canana L.A. Brewpub,Cartagena,Cerveza artesana,"cervezas de barril, tapas artesanales, catas de cerveza","Calle Antonio Pascual, 26, 30390 La Aljorra, Cartagena, Murcia","El primer brewpub de la Región de Murcia, un espacio de ""kilómetro cero"" donde se elabora y degusta cerveza artesanal en directo.",,+34968164313,info@cananabrewpub.com,http://www.cananabrewpub.com,https://www.facebook.com/cananabrewpub,https://www.instagram.com/cananabrewpub,https://www.google.com/maps/search/?api=1&query=Canana+LA+Brewpub+Cartagena,37.68918,-1.0705087,,verificado,no
cerveza-belich,Cerveza Belich,San Pedro del Pinatar,Cerveza artesana,"Belich Lager, Belich IPA, cerveza artesana","San Pedro del Pinatar, Murcia","Cerveza artesanal elaborada en el Mar Menor con productos naturales, inspirada en la historia romana y comprometida con el medio ambiente.",,,,https://cervezasbelich.es,https://www.facebook.com/cervezasbelich,https://www.instagram.com/cervezasbelich,https://www.google.com/maps/search/?api=1&query=Cerveza+Belich+San+Pedro+del+Pinatar,37.836366,-0.789182,/productores/murcia/murcia/cerveza-belich.webp,verificado,sí
cerveza-el-cantero,Cerveza El Cantero,Puerto Lumbreras,Cerveza artesana,"NEIPA, Baltic Porter, Hoppy Pils, Saison, Lambretta Red Ale","Polígono Industrial El Descanso, Calle Alemania, 17, 30890 Puerto Lumbreras, Murcia",Microcervecería artesana de referencia en Murcia que elabora cervezas de autor con ingredientes naturales y estilos variados.,,+34618575203,cervezadetallista@gmail.com,,https://www.facebook.com/cervezaartesanalelcantero,,https://www.google.com/maps/search/?api=1&query=Cerveza+El+Cantero+Puerto+Lumbreras,37.6242,-1.8834,,verificado,no
almazara-valle-de-ricote,Almazara Valle de Ricote,Archena,Aceite,"aceite de oliva virgen extra, aceite de oliva virgen extra premium","Polígono Industrial Huerto la Noria, Calle Prolongación Pedro Orrente, s/n, 30609 La Algaida, Archena, Murcia",Almazara moderna que elabora aceite de oliva virgen extra de alta gama mediante extracción en frío y procesos tecnológicamente avanzados.,"Lunes a Viernes 9:00-13:30, Lunes a Jueves 15:30-18:30",+34968674250,info@aceitevalledericote.com,https://aceitevalledericote.com,,,https://www.google.com/maps/search/?api=1&query=Almazara+Valle+de+Ricote+Archena,38.1225,-1.2950,/productores/murcia/murcia/almazara-valle-de-ricote.webp,verificado,sí
almazara-esencia-de-cieza,Almazara Esencia de Cieza,Cieza,Aceite,"aceite de oliva virgen, extracción de aceite personalizado","Avenida del Progreso, 25, Polígono Industrial Ascoy, Parcela B-21 A, 30530 Cieza, Murcia",Almazara dedicada a la producción artesanal de aceite de oliva virgen y a la molturación personalizada para agricultores locales.,,+34678683341,correo@esenciadecieza.es,https://esenciadecieza.es,,,https://www.google.com/maps/search/?api=1&query=Almazara+Esencia+de+Cieza+Cieza,38.269774,-1.425991,,verificado,no
coato-totana,COATO,Totana,Aceite,"aceite de oliva virgen extra, pimentón de Murcia, almendras, miel","Carretera de Mazarrón, s/n, 30850 Totana, Murcia","Gran cooperativa agraria de Totana comprometida con la sostenibilidad que elabora aceite de oliva virgen extra, pimentón y miel ecológicos.",,+34968424621,coato@coato.com,https://coato.com,https://www.facebook.com/CoatoS.Coop,https://www.instagram.com/coatosoccoop,https://www.google.com/maps/search/?api=1&query=COATO+Totana,37.7565,-1.482247,/productores/murcia/murcia/coato-totana.webp,verificado,sí
el-totanero,El Totanero,Totana,Aceite,"aceite de oliva virgen extra picual, aceite en rama, aceites aromatizados","Totana, Murcia",Aceite de oliva virgen extra artesanal de variedad Picual cultivado en Totana y prensado en frío pocas horas tras la cosecha.,,+34619906305,,https://aceiteeltotanero.com,,,https://www.google.com/maps/search/?api=1&query=Aceite+El+Totanero+Totana,37.7702,-1.4981,/productores/murcia/murcia/el-totanero.webp,verificado,sí
almazara-llano-y-monte,Almazara Llano y Monte,Mula,Aceite,"aceite de oliva virgen extra Lágrima Dorada, aceites varietales, vinos D.O. Bullas","Calle Agustín de Betancourt, 407 (Polígono Industrial El Arreaque), 30193 Mula, Murcia",Bodega y almazara familiar que produce aceites de oliva virgen extra de cosecha temprana y vinos de la D.O. Bullas.,,+34868087355,info@bodegasllanoymonte.com,https://www.bodegasllanoymonte.com,,,https://www.google.com/maps/search/?api=1&query=Almazara+Llano+y+Monte+Mula,38.0493,-1.4513,/productores/murcia/murcia/almazara-llano-y-monte.webp,verificado,sí
especias-el-explorador,Especias El Explorador,San Javier,Pimentón y especias,"ajo deshidratado, pimentón dulce, cebolla deshidratada, superalimentos","Carretera de Alicante, km 24, 30730 San Javier, Murcia","Empresa familiar centenaria dedicada a la fabricación y comercialización de especias, condimentos, pimentón y ajo para la industria alimentaria.",,+34968193363,info@especiaselexplorador.com,https://especiaselexplorador.com,,,https://www.google.com/maps/search/?api=1&query=Especias+El+Explorador+San+Javier,37.8118,-0.8358,/productores/murcia/murcia/especias-el-explorador.webp,verificado,no
